ror_id,normalized_ordinal_prestige
https://ror.org/03xrrjk67,0.5846867749419954
https://ror.org/02ymw8z06,0.802784222737819
https://ror.org/00cvxb145,0.9466357308584686
https://ror.org/043mz5j54,0.9675174013921114
https://ror.org/02ttsq026,0.9095127610208816
https://ror.org/00hj8s172,0.9814385150812064
https://ror.org/04fnxsj42,0.728538283062645
https://ror.org/04aaa2n62,0.5336426914153132
https://ror.org/00te3t702,0.8329466357308585
https://ror.org/008zs3103,0.9211136890951276
https://ror.org/01an7q238,0.9930394431554525
https://ror.org/05ect4e57,0.6983758700696056
https://ror.org/01y2jtd41,0.9559164733178654
https://ror.org/04zjtrb98,0.4663573085846867
https://ror.org/017zqws13,0.9350348027842228
https://ror.org/00hj54h04,0.9396751740139212
https://ror.org/03vek6s52,0.988399071925754
https://ror.org/02smfhw86,0.7935034802784223
https://ror.org/05gt1vc06,0.5823665893271461
https://ror.org/037t3ry66,0.7424593967517401
https://ror.org/03taz7m60,0.91415313225058
https://ror.org/04r3kq386,0.3967517401392111
https://ror.org/00nzje529,0.0928074245939675
https://ror.org/03qt6ba18,0.6844547563805105
https://ror.org/047426m28,0.951276102088167
https://ror.org/047s2c258,0.9187935034802784
https://ror.org/0449rh157,0.8839907192575406
https://ror.org/00hpz7z43,0.4617169373549884
https://ror.org/03czfpz43,0.8677494199535963
https://ror.org/00za53h95,0.965197215777262
https://ror.org/043mer456,0.7563805104408353
https://ror.org/00py81415,0.9443155452436196
https://ror.org/012zs8222,0.7795823665893271
https://ror.org/00jmfr291,0.9698375870069604
https://ror.org/036jqmy94,0.8793503480278422
https://ror.org/0130frc33,0.937354988399072
https://ror.org/036nfer12,0.5916473317865429
https://ror.org/046rm7j60,0.9791183294663574
https://ror.org/024mw5h28,0.9860788863109048
https://ror.org/025r5qe02,0.8584686774941995
https://ror.org/00f54p054,0.9953596287703016
https://ror.org/00b30xv10,0.976798143851508
https://ror.org/01zkghx44,0.9280742459396752
https://ror.org/042nb2s44,0.9976798143851509
https://ror.org/021n14p32,0.2273781902552204
https://ror.org/02jqj7156,0.5777262180974478
https://ror.org/0072zz521,0.8816705336426914
https://ror.org/04rswrd78,0.8375870069605569
https://ror.org/035r0vx98,0.3109048723897912
https://ror.org/03v76x132,0.9837587006960556
https://ror.org/00mkhxb43,0.8468677494199536
https://ror.org/012jban78,0.642691415313225
https://ror.org/032db5x82,0.7053364269141531
https://ror.org/01f5ytq51,0.851508120649652
https://ror.org/02vm5rt34,0.8352668213457076
https://ror.org/03k1gpj17,0.7958236658932715
https://ror.org/01an3r305,0.8747099767981439
https://ror.org/03m2x1q45,0.9164733178654292
https://ror.org/03nawhv43,0.8654292343387471
https://ror.org/02pttbw34,0.8167053364269141
https://ror.org/02n2fzt79,0.8631090487238979
https://ror.org/04vmvtb21,0.7726218097447796
https://ror.org/05bnh6r87,0.974477958236659
https://ror.org/01y64my43,0.8259860788863109
https://ror.org/05wvpxv85,0.8422273781902552
https://ror.org/04gyf1771,0.8979118329466357
https://ror.org/02aqsxs83,0.7215777262180975
https://ror.org/04tj63d06,0.8051044083526682
https://ror.org/05x2bcf33,0.9721577726218096
https://ror.org/00hx57361,0.9907192575406032
https://ror.org/006pyvd89,0.074245939675174
https://ror.org/02mpq6x41,0.8491879350348028
https://ror.org/04gr4te78,0.4640371229698375
https://ror.org/01e3m7079,0.7494199535962877
https://ror.org/05dk0ce17,0.7679814385150812
https://ror.org/05p1j8758,0.6867749419953596
https://ror.org/001tmjg57,0.8190255220417634
https://ror.org/0432jq872,0.4501160092807424
https://ror.org/05dxps055,1.0
https://ror.org/02teq1165,0.4686774941995359
https://ror.org/0153tk833,0.902552204176334
https://ror.org/00ysfqy60,0.7447795823665894
https://ror.org/03efmqc40,0.7911832946635731
https://ror.org/011vxgd24,0.6380510440835266
https://ror.org/05hs6h993,0.8955916473317865
https://ror.org/0168r3w48,0.9582366589327146
https://ror.org/05g3dte14,0.8607888631090487
https://ror.org/04bdffz58,0.7238979118329466
https://ror.org/02y3ad647,0.8561484918793504
https://ror.org/02spzyy34,0.8932714617169374
https://ror.org/0190ak572,0.9605568445475638
https://ror.org/021nv2831,0.7888631090487239
https://ror.org/01yc7t268,0.9327146171693736
https://ror.org/051fd9666,0.8538283062645011
https://ror.org/02f6dcw23,0.6751740139211136
https://ror.org/022kthw22,0.925754060324826
https://ror.org/01070mq45,0.765661252900232
https://ror.org/05qwgg493,0.8723897911832946
https://ror.org/05abbep66,0.948955916473318
https://ror.org/02t274463,0.962877030162413
https://ror.org/001tmjg57,0.6194895591647331
https://ror.org/02dgjyy92,0.7981438515081206
https://ror.org/049pfb863,0.5614849187935035
https://ror.org/0406gha72,0.5081206496519721
https://ror.org/0207ad724,0.6125290023201856
https://ror.org/00kx1jb78,0.7610208816705336
https://ror.org/045x93337,0.494199535962877
https://ror.org/02k3smh20,0.7470997679814385
https://ror.org/00ay7va13,0.6357308584686775
https://ror.org/01g9vbr38,0.6635730858468677
https://ror.org/05vzafd60,0.839907192575406
https://ror.org/01485tq96,0.6450116009280742
https://ror.org/054b0b564,0.2993039443155452
https://ror.org/00m6w7z96,0.9535962877030162
https://ror.org/01ythxj32,0.3155452436194895
https://ror.org/049kefs16,0.5893271461716937
https://ror.org/01keh0577,0.5197215777262181
https://ror.org/05gq02987,0.9419953596287703
https://ror.org/05wf30g94,0.3410672853828306
https://ror.org/0272j5188,0.4129930394431554
https://ror.org/002w4zy91,0.0974477958236658
https://ror.org/02k40bc56,0.9118329466357308
https://ror.org/048sx0r50,0.703016241299304
https://ror.org/012afjb06,0.7749419953596288
https://ror.org/01ckdn478,0.5661252900232019
https://ror.org/02hh7en24,0.5220417633410673
https://ror.org/02b6qw903,0.7842227378190255
https://ror.org/049emcs32,0.7378190255220418
https://ror.org/00h6set76,0.5638051044083526
https://ror.org/00y4zzh67,0.7331786542923434
https://ror.org/008s83205,0.7262180974477959
https://ror.org/05cfhm219,0.5475638051044084
https://ror.org/03s65by71,0.8909512761020881
https://ror.org/04rq5mt64,0.7354988399071926
https://ror.org/03ywnpj79,0.6102088167053364
https://ror.org/037s24f05,0.6705336426914154
https://ror.org/02w0trx84,0.5150812064965197
https://ror.org/01sbq1a82,0.8120649651972158
https://ror.org/03qnxaf80,0.5962877030162413
https://ror.org/04d5vba33,0.3897911832946635
https://ror.org/01k9xac83,0.6264501160092807
